Status,Type,Waybill Number,Date,Shipper,Consignee,Carrier,Origin Port,Destination Port,Pieces,Weight (lb),Volume (ft³),Name,Layout,Departure Date,Arrival Date,System Creation Date,Intermediate/Broker,Executed Place,Executed By,Booking #,Forwarding Agent,Destination Agent,Origin Country,Destination Country,Direction,Master Waybill,Is Liquidated,Transactions Balance (CAD),General Order Date,Income (CAD),Expense (CAD),Profit (CAD),Cost PP. (CAD),Cost Col. (CAD),Inc. PP (CAD),Consolidation Income (CAD),Consolidation Expense (CAD),Consolidation Profit (CAD),Consolidation Real Profit (CAD),Folder,Volume weight (Vlb),Chargeable Weight (lb),Value,Description,Container Number,Deliver To,Modes of Transportation,Has Transactions,Vessel,Amount of Containers,40' Containers,45' Containers,Commodities Description,Last Event,Place of Delivery,Importer,Billing Client,Shipper Address,Consignee Address,Notify Party Address,Forwarding Agent Address,Destination Agent Address,Deliver To Address,Shipper Name & Address,Consignee Name & Address,Warehouse Receipts,Temperature Setup,Generator Setup,TEU,FEU,Shipper Name & Address & Phone,Consignee Name & Address & Phone,Dimensions,Cut Off Date,Spotting Date,Package,House count,On-Carriage by,Documentation Cut-off Date,IT Date,Container Tracking,ETA Update,Terminal,x dock date
Delivered,Ocean,MAEU242939665,08/06/2024,Surgesa S.A.,United Safety Agents,Maersk,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3653,Straight,08/12/2024,08/26/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,MAEU242939665,No,0.00,08/21/2024,0.00,"18,005.63","-18,005.63","18,005.63",0.00,0.00,0.00,"18,005.63","-18,005.63",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","18,175.86",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,United Safety Agents,"Vessel, Containerized",No,AS Sara 9410272 - Polar Brasil 9797216,1,1,0,,Delivered to consignee,Toronto,,,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Surgesa S.A.
Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador","United Safety Agents
",3653,,No,2,1.0,"Surgesa S.A.
Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador","United Safety Agents
",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Delivered,Ocean,MAEU242726136,08/06/2024,Hacienda Celia María C.A.,United Safety Agents,Maersk,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3642,Straight,08/12/2024,08/26/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,MAEU242726136,No,0.00,08/21/2024,0.00,"18,005.63","-18,005.63","18,005.63",0.00,0.00,0.00,"18,005.63","-18,005.63",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","18,175.86",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,United Safety Agents,"Vessel, Containerized",No,AS Sara 9410272 - Polar Brasil 9797216,1,1,0,,Delivered to consignee,Toronto,,,"Luque 127 y Pedro Carbo, Guayaquil, Ecuador",,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Hacienda Celia María C.A.
Luque 127 y Pedro Carbo, Guayaquil, Ecuador","United Safety Agents
",3642,,No,2,1.0,"Hacienda Celia María C.A.
Luque 127 y Pedro Carbo, Guayaquil, Ecuador","United Safety Agents
",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Delivered,Ocean,ZIMUGYL00009786,08/06/2024,Marplantis Organic Sustainable Agriculture,United Safety Agents,ZIM,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3659,Straight,08/11/2024,08/21/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,ZIMUGYL00009786,No,0.00,08/21/2024,0.00,"18,414.00","-18,414.00","18,414.00",0.00,0.00,0.00,"18,414.00","-18,414.00",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","18,614.88",Banano Cavendish Organico Fairtrade con banda,,United Safety Agents,"Vessel, Containerized",No,WARNOW MASTER 9449833,1,1,0,,Delivered to consignee,Toronto,,,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Marplantis Organic Sustainable Agriculture
DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador","United Safety Agents
",3659,,No,2,1.0,"Marplantis Organic Sustainable Agriculture
DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador
(593) 042 388457","United Safety Agents
",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Delivered,Ocean,ZIMUGYL00009789,08/06/2024,ASOGUABO,"Equifruit, Inc.",ZIM,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3626,Straight,08/11/2024,08/21/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,ZIMUGYL00009789,No,0.00,08/21/2024,0.00,"18,989.03","-18,989.03","18,989.03",0.00,0.00,0.00,"18,989.03","-18,989.03",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","19,168.56",Banano Cavendish Organico Fairtrade con banda,,"Equifruit, Inc.","Vessel, Containerized",No,WARNOW MASTER 9449833,1,1,0,,Delivered to consignee,Toronto,,,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3626,,No,2,1.0,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador
593 7 2950088","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Delivered,Ocean,ZIMUGYL00009785,08/06/2024,Marplantis Organic Sustainable Agriculture,"Equifruit, Inc.",ZIM,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3625,Straight,08/11/2024,08/28/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,ZIMUGYL00009785,No,0.00,08/21/2024,0.00,"17,448.75","-17,448.75","17,448.75",0.00,0.00,0.00,"17,448.75","-17,448.75",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","17,512.20",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,"Equifruit, Inc.","Vessel, Containerized",No,WARNOW MASTER 9449833,1,1,0,,Delivered to consignee,Toronto,,,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Marplantis Organic Sustainable Agriculture
DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3625,,No,2,1.0,"Marplantis Organic Sustainable Agriculture
DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador
(593) 042 388457","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Delivered,Ocean,ZIMUGYL00009765,08/06/2024,Surgesa S.A.,United Safety Agents,ZIM,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3617,Straight,08/11/2024,08/21/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,ZIMUGYL00009765,No,0.00,08/21/2024,0.00,"18,005.63","-18,005.63","18,005.63",0.00,0.00,0.00,"18,005.63","-18,005.63",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","18,071.10",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,United Safety Agents,"Vessel, Containerized",No,WARNOW MASTER 9449833,1,1,0,,Delivered to consignee,Toronto,,,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Surgesa S.A.
Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador","United Safety Agents
",3617,,No,2,1.0,"Surgesa S.A.
Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador","United Safety Agents
",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Received,Ocean,ZIMUGYL00009762,08/06/2024,Marplantis Organic Sustainable Agriculture,United Safety Agents,ZIM,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3618,Straight,08/11/2024,08/21/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,ZIMUGYL00009762,No,0.00,08/21/2024,0.00,"18,414.00","-18,414.00","18,414.00",0.00,0.00,0.00,"18,414.00","-18,414.00",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","18,480.96",Banano Cavendish Organico Fairtrade con banda,,United Safety Agents,"Vessel, Containerized",No,WARNOW MASTER 9449833,1,1,0,,Arrived at destination,Montreal,,,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Marplantis Organic Sustainable Agriculture
DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador","United Safety Agents
",3618,,No,2,1.0,"Marplantis Organic Sustainable Agriculture
DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador
(593) 042 388457","United Safety Agents
",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Delivered,Ocean,ZIMUGYL00009764,08/06/2024,Marplantis Organic Sustainable Agriculture,United Safety Agents,ZIM,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3616,Straight,08/11/2024,08/21/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,ZIMUGYL00009764,No,0.00,08/21/2024,0.00,"17,448.75","-17,448.75","17,448.75",0.00,0.00,0.00,"17,448.75","-17,448.75",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","17,512.20",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,United Safety Agents,"Vessel, Containerized",No,WARNOW MASTER 9449833,1,1,0,,Delivered to consignee,New York,,,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,"415 NYC Terminal Market, Bronx, NY 10474. United States","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Marplantis Organic Sustainable Agriculture
DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador","United Safety Agents
",3616,,No,2,1.0,"Marplantis Organic Sustainable Agriculture
DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador
(593) 042 388457","United Safety Agents
",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Delivered,Ocean,ZIMUGYL00009763,08/06/2024,Marplantis Organic Sustainable Agriculture,United Safety Agents,ZIM,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3584,Straight,08/11/2024,08/21/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,ZIMUGYL00009763,No,0.00,08/21/2024,0.00,"17,448.75","-17,448.75","17,448.75",0.00,0.00,0.00,"17,448.75","-17,448.75",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","17,391.65",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,United Safety Agents,"Vessel, Containerized",No,WARNOW MASTER 9449833,1,1,0,,Delivered to consignee,Montreal,,,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Marplantis Organic Sustainable Agriculture
DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador","United Safety Agents
",3584,,No,2,1.0,"Marplantis Organic Sustainable Agriculture
DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador
(593) 042 388457","United Safety Agents
",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Delivered,Ocean,MAEU243092381,08/06/2024,COQUIMBA,"Equifruit, Inc.",Maersk,CORINTO,Philadelphia,1,"3,747.86","2,359.59",3615,Straight,08/11/2024,08/26/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Nicaragua,United States,Incoming,MAEU243092381,No,0.00,08/21/2024,0.00,"14,478.24","-14,478.24","14,478.24",0.00,0.00,0.00,"14,478.24","-14,478.24",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","14,374.08",Banano Cavendish Convencional Fairtrade con etiqueta,,"Equifruit, Inc.","Vessel, Containerized",No,Maersk Olympic 9943073 - Polar Brasil 9797216,1,1,0,,Delivered to consignee,Toronto,,,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","COQUIMBA
Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3615,,No,2,1.0,"COQUIMBA
Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua
505 2341-3882","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Received,Ocean,MAEU242774804,08/06/2024,APPBOSA,United Safety Agents,Maersk,Paita,Philadelphia,961,"42,140.04","4,393.71",3602,Straight,08/10/2024,08/26/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Peru,United States,Incoming,MAEU242774804,No,0.00,08/21/2024,0.00,"18,335.18","-18,335.18","18,335.18",0.00,0.00,0.00,"18,335.18","-18,335.18",0.00,Incoming Shipments\2024\August,"45,736.98","45,736.98","18,454.85",Banano Cavendish Organico Fairtrade con banda,,United Safety Agents,"Vessel, Containerized",No,Maersk Yosemite 9943102 - Polar Brasil 9797216,1,1,0,Banano Cavendish Organico Fairtrade con banda; Banano Cavendish Organico Fairtrade con banda,Arrived at destination,Montreal,,,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru",,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"APPBOSA
Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru","United Safety Agents
",3602,,No,2,1.0,"APPBOSA
Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru
0051 73 969412141","United Safety Agents
","672x15.75x24.02x9.06in  
288x15.75x24.02x9.06in  
1x459.45x90.16x98.43in",08/06/2024,08/06/2024,PCS,0,,,,Yes,,,
Delivered,Ocean,MAEU242726227,08/06/2024,Latbio S.A.,United Safety Agents,Maersk,Puerto Bolivar,Philadelphia,1,"3,747.86","2,359.59",3647,Straight,08/10/2024,08/26/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,MAEU242726227,No,0.00,08/21/2024,0.00,"17,499.51","-17,499.51","17,499.51",0.00,0.00,0.00,"17,499.51","-17,499.51",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","17,613.72",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,United Safety Agents,"Vessel, Containerized",No,LICA MAERSK 9190779 - POLAR BRASIL  9797216,1,1,0,,Delivered to consignee,Toronto,,,"10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Latbio S.A.
10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador","United Safety Agents
",3647,,No,2,1.0,"Latbio S.A.
10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador
+593 98 474 9653","United Safety Agents
",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Delivered,Ocean,MAEU242726205,08/06/2024,Latbio S.A.,"Equifruit, Inc.",Maersk,Puerto Bolivar,Philadelphia,1,"3,747.86","2,359.59",3646,Straight,08/10/2024,08/26/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,MAEU242726205,No,0.00,08/21/2024,0.00,"17,499.51","-17,499.51","17,499.51",0.00,0.00,0.00,"17,499.51","-17,499.51",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","17,613.72",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,"Equifruit, Inc.","Vessel, Containerized",No,LICA MAERSK 9190779 - POLAR BRASIL  9797216,1,1,0,,Delivered to consignee,Montreal,,,"10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Latbio S.A.
10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3646,,No,2,1.0,"Latbio S.A.
10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador
+593 98 474 9653","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Delivered,Ocean,MAEU242726310,08/06/2024,ASOGUABO,"Equifruit, Inc.",Maersk,Puerto Bolivar,Philadelphia,1,"3,747.86","2,359.59",3645,Straight,08/10/2024,08/26/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,MAEU242726310,No,0.00,08/21/2024,0.00,"16,922.40","-16,922.40","16,922.40",0.00,0.00,0.00,"16,922.40","-16,922.40",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","17,082.39",Banano Cavendish Convencional Fairtrade con etiqueta,,"Equifruit, Inc.","Vessel, Containerized",No,LICA MAERSK 9190779 - POLAR BRASIL  9797216,1,1,0,,Delivered to consignee,Toronto,,,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3645,,No,2,1.0,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador
593 7 2950088","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Delivered,Ocean,MAEU242726293,08/06/2024,ASOGUABO,United Safety Agents,Maersk,Puerto Bolivar,Philadelphia,1,"3,747.86","2,359.59",3641,Straight,08/10/2024,08/26/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,MAEU242726293,No,0.00,08/21/2024,0.00,"17,461.81","-17,461.81","17,461.81",0.00,0.00,0.00,"17,461.81","-17,461.81",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","17,626.91",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,United Safety Agents,"Vessel, Containerized",No,LICA MAERSK 9190779 - POLAR BRASIL  9797216,1,1,0,,Delivered to consignee,Montreal,,,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","United Safety Agents
",3641,,No,2,1.0,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador
593 7 2950088","United Safety Agents
",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Delivered,Ocean,MEAU242726272,08/06/2024,ASOGUABO,United Safety Agents,Maersk,Puerto Bolivar,Philadelphia,1,"3,747.86","2,359.59",3640,Straight,08/10/2024,08/26/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,MEAU242726272,No,0.00,08/21/2024,0.00,"17,461.81","-17,461.81","17,461.81",0.00,0.00,0.00,"17,461.81","-17,461.81",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","17,626.91",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,United Safety Agents,"Vessel, Containerized",No,LICA MAERSK 9190779 - POLAR BRASIL  9797216,1,1,0,,Delivered to consignee,Calgary,,,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","United Safety Agents
",3640,,No,2,1.0,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador
593 7 2950088","United Safety Agents
",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
Delivered,Ocean,MAEU242934886,08/06/2024,ASOGUABO,"Equifruit, Inc.",Maersk,Puerto Bolivar,Philadelphia,1,"3,747.86","2,359.59",3658,Straight,08/10/2024,08/26/2024,08/06/2024,,Montréal,Claudia Ramirez,,DELAWARE AVENUE ENTERPRISES INC,"Equifruit, Inc.",Ecuador,United States,Incoming,MAEU242934886,No,0.00,08/21/2024,0.00,"17,461.81","-17,461.81","17,461.81",0.00,0.00,0.00,"17,461.81","-17,461.81",0.00,Incoming Shipments\2024\August,"24,562.48","24,562.48","17,626.91",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,"Equifruit, Inc.","Vessel, Containerized",No,LICA MAERSK 9190779 - POLAR BRASIL  9797216,1,1,0,,Delivered to consignee,Toronto,,,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","3301 S. Columbus Boulevard, Philadelphia, PA 19148. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3658,,No,2,1.0,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador
593 7 2950088","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,08/06/2024,08/06/2024,CNT,0,,,,Yes,,,
